ID_DESA,NAMA_PROV,NAMA_KAB,NAMA_KEC,NAMA_DESA,Rain_Max_2024_mm,LST_Max_2024_C,NDVI_Max_2024,X1,X2,X3,TARGET
140103008,RIAU,BENGKALIS,BATHIN SOLAPAN,PAMESI,0.0,32.049984643362315,0.87020630834512,27.890098819018107,32.06179618578541,13.676486747699458,0
140103009,RIAU,BENGKALIS,BATHIN SOLAPAN,PEMATANG OBO,0.0,33.863158747300254,0.7507884719222463,25.424069210346005,33.87148068323009,13.528880561116482,0
140103010,RIAU,BENGKALIS,BATHIN SOLAPAN,PETANI,0.0,33.23638303181536,0.802782645040549,26.681591481861552,33.24607671609873,13.595840523300872,0
140103011,RIAU,BENGKALIS,BATHIN SOLAPAN,SEBANGAR,0.0,33.2720595106357,0.8081950079921307,26.89031240211287,33.281873794157484,13.602559892233133,0
140103012,RIAU,BENGKALIS,BATHIN SOLAPAN,SIMPANG PADANG,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140103013,RIAU,BENGKALIS,BATHIN SOLAPAN,TAMBUSAI BATANG DUI,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140104001,RIAU,BENGKALIS,BENGKALIS,AIR PUTIH,0.0,35.142008421052665,0.8397932631578947,29.512021925838035,35.15204131469724,13.640912216008486,0
140104002,RIAU,BENGKALIS,BENGKALIS,BENGKALIS KOTA,0.0,35.74172413793106,0.5831592476489029,20.84311695795051,35.74648121228273,13.276217294885832,0
140104004,RIAU,BENGKALIS,BENGKALIS,DAMON,0.0,35.95940594059407,0.6236397058823528,22.425713344496216,35.96481338868846,13.343329689664571,0
140104005,RIAU,BENGKALIS,BENGKALIS,KELAPA PATI,0.0,36.17367630057804,0.8091326984126986,29.269304316594194,36.182724508011304,13.603719446184217,0
140104006,RIAU,BENGKALIS,BENGKALIS,KELEBUK,0.0,32.038185291308544,0.8787884431709647,28.154786974171937,32.05023534840376,13.686300606642746,0
140104007,RIAU,BENGKALIS,BENGKALIS,KELEMANTAN,0.0,36.30495030661877,0.8555479864433813,31.060627132754707,36.31502965885014,13.659498631275154,0
140104008,RIAU,BENGKALIS,BENGKALIS,KELEMANTAN BARAT,0.0,35.67469698384538,0.8714865734780206,31.090019434318087,35.685340039530786,13.677956885066052,0
140104011,RIAU,BENGKALIS,BENGKALIS,MESKOM,0.0,30.930719041278333,0.8248329236739975,25.512675418156594,30.94171504235786,13.62293734041474,0
140104013,RIAU,BENGKALIS,BENGKALIS,PANGKALAN BATANG,0.0,33.7618530845121,0.8734582712369595,29.489569828954146,33.773149883476535,13.680216780379258,0
140104015,RIAU,BENGKALIS,BENGKALIS,PEDEKIK,0.0,34.97135703918727,0.8722181603773589,30.50265270261972,34.982232314156356,13.678796002020826,0
140104016,RIAU,BENGKALIS,BENGKALIS,PEMATANG DUKU,0.0,34.04225679012348,0.8533868991517439,29.05121596225088,34.052951657152306,13.656969470061735,0
140104018,RIAU,BENGKALIS,BENGKALIS,PENAMPI,0.0,33.4108183632735,0.8788581337325347,29.363369473223248,33.42237536924749,13.686379906410087,0
140104019,RIAU,BENGKALIS,BENGKALIS,PENEBAL,0.0,33.26419653893699,0.8550608025153464,28.442910587611674,33.27518445263716,13.65892902895024,0
140104020,RIAU,BENGKALIS,BENGKALIS,PRAPAT TUNGGAL,0.0,30.34335709194586,0.8322297962052002,25.25264588881172,30.35476776460385,13.631865080620374,0
140104021,RIAU,BENGKALIS,BENGKALIS,RIMBA SEKAMPUNG,0.0,36.683925233644906,0.5830843416370108,21.389822393521168,36.68855895094698,13.276088838216527,0
140104022,RIAU,BENGKALIS,BENGKALIS,SEBAUK,0.0,34.004478076379094,0.8835037149146948,30.043082704216225,34.01595372852589,13.691651907360013,0
140104023,RIAU,BENGKALIS,BENGKALIS,SEKODI,0.0,34.01423249746342,0.8602333378124162,29.260176754420513,34.02510857862147,13.664960116940561,0
140104024,RIAU,BENGKALIS,BENGKALIS,SENDERAK,0.0,32.138951392681626,0.8690553566862698,27.930527866089616,32.15069911890156,13.67516325448794,0
140104026,RIAU,BENGKALIS,BENGKALIS,SIMPANG AYAM,0.0,30.51668302658489,0.8578353951890033,26.178290843968,30.52873768288321,13.662168678690154,0
140104028,RIAU,BENGKALIS,BENGKALIS,SUNGAI BATANG,0.0,36.52224499089255,0.8363107775039211,30.54394710452204,36.531818937624024,13.636756762140143,0
140105003,RIAU,BENGKALIS,BUKIT BATU,BURUK BAKUL,0.0,33.50324447482348,0.8484213839310851,28.42486904351122,33.5139852775599,13.651133885024628,0
140105005,RIAU,BENGKALIS,BUKIT BATU,PAKNING ASAL,0.0,32.58174093264254,0.8636233690024172,28.138352872212707,32.59318467909083,13.668893195152435,0
140105006,RIAU,BENGKALIS,BUKIT BATU,PANGKALAN JAMBI,0.0,36.07145852324524,0.8245855472013367,29.744003364740497,36.080882213699475,13.622637384789256,0
140105007,RIAU,BENGKALIS,BUKIT BATU,SEJANGAT,0.0,33.158357384095844,0.8612459932453184,28.55750243964886,33.16954038078165,13.666136610151886,0
140105008,RIAU,BENGKALIS,BUKIT BATU,SUKAJADI,0.0,32.375839915480256,0.8688851236970995,28.130885669759554,32.387497149223904,13.674967352734416,0
140105010,RIAU,BENGKALIS,BUKIT BATU,SUNGAI SELARI,0.0,35.007930434782644,0.7598020177562551,26.599096181818467,35.01617472587158,13.540814491504895,0
140106001,RIAU,BENGKALIS,MANDAU,AIR JAMBAN,0.0,35.603840286054854,0.6916937783075089,24.62695480971838,35.61055859429689,13.446900065489066,0
140106002,RIAU,BENGKALIS,MANDAU,BABUSSALAM,0.0,36.30712660028453,0.6244476529160741,22.671899989674436,36.31249615270645,13.344624384056258,0
140106003,RIAU,BENGKALIS,MANDAU,BALIK ALAM,0.0,37.32939393939398,0.5581878787878788,20.836815219467425,37.333567008665135,13.232452676539198,0
140106004,RIAU,BENGKALIS,MANDAU,BATANG SEROSA,0.0,37.239451476793285,0.6779504219409285,25.246501841540738,37.245622065781795,13.426830915300938,0
140106005,RIAU,BENGKALIS,MANDAU,BATHIN BETUAH,0.0,32.69476936208114,0.8492597654655429,27.766352160391047,32.705797433924744,13.652121562381158,0
140106006,RIAU,BENGKALIS,MANDAU,DURI BARAT,0.0,36.70797413793107,0.5884150862068965,21.599525766851237,36.7126898718235,13.285189606232551,0
140106007,RIAU,BENGKALIS,MANDAU,DURI TIMUR,0.0,36.23696594427248,0.702869040247678,25.46984147473859,36.243781890609895,13.462927289190702,0
140106008,RIAU,BENGKALIS,MANDAU,GAJAH SAKTI,0.0,35.99459436379166,0.7051368915456875,25.381116382131975,36.00150054441789,13.466148653513956,0
140106009,RIAU,BENGKALIS,MANDAU,HARAPAN BARU,0.0,33.330179068624815,0.7794779985805533,25.980141272743122,33.33929247444923,13.566381024949674,0
140106011,RIAU,BENGKALIS,MANDAU,TALANG MANDI,0.0,32.67208322147653,0.8341685906040264,27.254025612956532,32.682730290914165,13.634192006716871,0
140107001,RIAU,BENGKALIS,PINGGIR,BALAI PUNGUT,0.0,33.168179201151524,0.8475347966894567,28.111186015807426,33.179005813184034,13.650088355326403,0
140107002,RIAU,BENGKALIS,PINGGIR,BALAI RAJA,0.0,33.312837615710734,0.8543205554113674,28.459841934182688,33.323790505014735,13.658062930486349,0
140107004,RIAU,BENGKALIS,PINGGIR,MUARA BASUNG,0.0,32.30703398101325,0.8687876142312128,28.067950975251218,32.31871341141207,13.674855122909282,0
140107005,RIAU,BENGKALIS,PINGGIR,PANGKALAN LIBUT,0.0,35.49947440238544,0.8389826653863648,29.783443653928366,35.509387135776336,13.639946516113648,0
140107006,RIAU,BENGKALIS,PINGGIR,PINGGIR,0.0,33.62883034773448,0.872322567615033,29.335187634826084,33.64014234837121,13.678915697842687,0
140107007,RIAU,BENGKALIS,PINGGIR,SEMUNAI,0.0,32.649716833288345,0.8805049013780056,28.748235700314364,32.66158750237445,13.688251909199181,0
140107008,RIAU,BENGKALIS,PINGGIR,SUNGAI MERANTI,0.0,33.90227382140553,0.8820251922738217,29.902659585844965,33.913745571690605,13.689977031003577,0
140107009,RIAU,BENGKALIS,PINGGIR,TENGGANAU,0.0,32.22090342349961,0.8693875528317834,28.012452377385554,32.232630239301095,13.675545430705016,0
140108001,RIAU,BENGKALIS,RUPAT,BATU PANJANG,0.0,31.064924957048884,0.911042092819898,28.301454246162894,31.07828116678862,13.722345477889434,0
140108003,RIAU,BENGKALIS,RUPAT,DUNGUN BARU,0.0,32.41051745429358,0.8936084756483242,28.962313097304694,32.42283420311709,13.703024130584582,0
140108004,RIAU,BENGKALIS,RUPAT,HUTAN PANJANG,0.0,33.111377635286146,0.8791238414456423,29.109001502290084,33.123046170832865,13.686682193255567,0
140108005,RIAU,BENGKALIS,RUPAT,MAKERUH,0.0,37.653503672448856,0.8498645278099654,32.000377118976544,37.66309345402671,13.65283341337464,0
140108006,RIAU,BENGKALIS,RUPAT,PANCUR JAYA,0.0,35.11714506650173,0.8749026600680483,30.7240836326779,35.128041964879294,13.681869056498622,0
140108007,RIAU,BENGKALIS,RUPAT,PANGKALAN NYIRIH,0.0,38.84612104539203,0.8859080238422741,34.41409032926103,38.85622155202378,13.694369542421475,0
140108008,RIAU,BENGKALIS,RUPAT,PANGKALAN PINANG,0.0,35.97769892473121,0.8757801612903225,31.50855496715576,35.98835660056617,13.682871522830716,0
140108009,RIAU,BENGKALIS,RUPAT,PARIT KEBUMEN,0.0,36.12232237007285,0.8909108712026113,32.181769692583174,36.13330728826096,13.700000791575185,0
140108010,RIAU,BENGKALIS,RUPAT,PERGAM,0.0,34.21791051696164,0.8767717210124051,30.00129629340493,34.22914151417709,13.684003082707873,0
140108011,RIAU,BENGKALIS,RUPAT,SEI CINGAM,0.0,37.93150746787081,0.8639502345451497,32.770934773518086,37.94134511048481,13.669271604694641,0
140108012,RIAU,BENGKALIS,RUPAT,SRI TANJUNG,0.0,37.551762890133766,0.8232170590204173,30.913251807447963,37.56078516861821,13.620976400846892,0
140108013,RIAU,BENGKALIS,RUPAT,SUKARJO MESIM,0.0,35.297593164194865,0.8715555530709601,30.763813332293598,35.30835159373919,13.67803603348453,0
140108014,RIAU,BENGKALIS,RUPAT,TANJUNG KAPAL,0.0,33.00689351601472,0.9048636654756782,29.866738652866477,33.01929432666048,13.715540670588853,0
140108015,RIAU,BENGKALIS,RUPAT,TELUK LECAH,0.0,34.87502510040164,0.8612092652745549,30.03469474314856,34.88565689724417,13.66609396413488,0
140109001,RIAU,BENGKALIS,RUPAT UTARA,HUTAN AYU,0.0,35.88112277992282,0.8922265482625481,32.01409032571522,35.89221419975815,13.701476477978987,0
140109002,RIAU,BENGKALIS,RUPAT UTARA,KADUR,0.0,34.92323918799649,0.8871888916908331,30.983509869452476,34.93450643005498,13.695814321457934,0
140109003,RIAU,BENGKALIS,RUPAT UTARA,PUTRI SEMBILAN,0.0,32.56495901639347,0.8640996877661086,28.139370918181722,32.57642128917454,13.66944457776264,0
140109004,RIAU,BENGKALIS,RUPAT UTARA,SUKADAMAI,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140109005,RIAU,BENGKALIS,RUPAT UTARA,TANJUNG MEDANG,0.0,33.4884867591425,0.8457330154405084,28.322318889349127,33.49916431421341,13.647960186600926,0
140109008,RIAU,BENGKALIS,RUPAT UTARA,TITI AKAR,0.0,35.53757547767824,0.8760541716297177,31.132841246825976,35.548371857840515,13.683184349247751,0
140110002,RIAU,BENGKALIS,SIAK KECIL,KOTO RAJA,0.0,38.94007025761128,0.8610315222482438,33.5286279703646,38.94958853377026,13.665887555342543,0
140110004,RIAU,BENGKALIS,SIAK KECIL,LIANG BANIR,0.0,36.50317729666474,0.8666066120538327,31.63389480626301,36.51346271954764,13.672341572064084,0
140110005,RIAU,BENGKALIS,SIAK KECIL,LUBUK GARAM,0.0,34.08732206861243,0.8668320532514081,29.54798337857735,34.0983419482217,13.672601680417786,0
140110006,RIAU,BENGKALIS,SIAK KECIL,LUBUK GAUNG,0.0,32.255362956303976,0.872781681221305,28.151889909406385,32.26716887652188,13.679441870523771,0
140110009,RIAU,BENGKALIS,SIAK KECIL,SADAR JAYA,0.0,34.09999611348625,0.8632345899727941,29.436296163099176,34.11092066915085,13.668442922350438,0
140110010,RIAU,BENGKALIS,SIAK KECIL,SEPOTONG,0.0,37.53705371248027,0.8414954976303317,31.587261693360077,37.54648473673882,13.642937130548878,0
140110011,RIAU,BENGKALIS,SIAK KECIL,SUMBER JAYA,0.0,33.72665849387043,0.8573074080560422,28.91411417577136,33.73755280327947,13.661553002219408,0
140110012,RIAU,BENGKALIS,SIAK KECIL,SUNGAI LINAU,0.0,32.541475091534465,0.8788966187728834,28.600592427831646,32.55334177007713,13.686423695222503,0
140110013,RIAU,BENGKALIS,SIAK KECIL,SUNGAI NIBUNG,0.0,33.94410008564789,0.8524908234430443,28.937033833047078,33.954803360180655,13.655918896824657,0
140110015,RIAU,BENGKALIS,SIAK KECIL,TANJUNG BELIT,0.0,33.91058835143144,0.855769545903258,29.0196487948168,33.92138475734641,13.65975756533969,0
140110016,RIAU,BENGKALIS,SIAK KECIL,TANJUNG DAMAI,0.0,33.31862403810922,0.8638623854891904,28.78270604277851,33.329820971825406,13.669169916637351,0
140111001,RIAU,BENGKALIS,TALANG MUANDAU,BERINGIN,0.0,34.20733409994732,0.8337410617603371,28.52005905248066,34.21749304644459,13.633679355039613,0
140111002,RIAU,BENGKALIS,TALANG MUANDAU,KOTO PAIT BERINGIN,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111003,RIAU,BENGKALIS,TALANG MUANDAU,KUALA PENASO,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111004,RIAU,BENGKALIS,TALANG MUANDAU,MELIBUR,0.0,33.97708944473549,0.8353374181508645,28.382334173046335,33.98735640996102,13.635592212923338,0
140111005,RIAU,BENGKALIS,TALANG MUANDAU,SERAI WANGI,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111006,RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111007,RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI BARAT,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111008,RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI TIMUR,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140111009,RIAU,BENGKALIS,TALANG MUANDAU,TASIK TEBING SERAI,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140201001,RIAU,DUMAI,BUKIT KAPUR,BAGAN BESAR,0.0,33.23419104669201,0.8349483339573193,27.748832444854752,33.24467766798772,13.63512632409659,0
140201002,RIAU,DUMAI,BUKIT KAPUR,BAGAN BESAR TIMUR,0.0,33.23419104669201,0.8349483339573193,27.748832444854752,33.24467766798772,13.63512632409659,0
140201003,RIAU,DUMAI,BUKIT KAPUR,BUKIT KAPUR,0.0,33.06715551379289,0.8422607221961207,27.851166284018635,33.07788047770772,13.643846078887735,0
140201004,RIAU,DUMAI,BUKIT KAPUR,BUKIT KAYU KAPUR,0.0,33.06715551379289,0.8422607221961207,27.851166284018635,33.07788047770772,13.643846078887735,0
140201005,RIAU,DUMAI,BUKIT KAPUR,BUKIT NENAS,0.0,32.54230403495246,0.8426143729118477,27.420613107518157,32.553211068721325,13.644265872974731,0
140201006,RIAU,DUMAI,BUKIT KAPUR,GURUN PANJANG,0.0,33.88973704347829,0.813281231304348,27.5618870713006,33.89949414426853,13.60883347626386,0
140201007,RIAU,DUMAI,BUKIT KAPUR,KAMPUNG BARU,0.0,32.59191930835738,0.8552124111431316,27.873013895482703,32.603137770322846,13.65910632044926,0
140202001,RIAU,DUMAI,DUMAI BARAT,BAGAN KELADI,0.0,34.987230698104526,0.8329525658807214,29.14270358304691,34.99714448207732,13.632733176354837,0
140202002,RIAU,DUMAI,DUMAI BARAT,PANGKALAN SESAI,0.0,36.79713333333336,0.702900809352518,25.86473480185254,36.80384614546286,13.462972487285763,0
140202003,RIAU,DUMAI,DUMAI BARAT,PURNAMA,0.0,35.48023238657325,0.7454533288500336,26.4488573409438,35.48806265310541,13.521749148869041,0
140202004,RIAU,DUMAI,DUMAI BARAT,SIMPANG TETAP DARUL IHSAN,0.0,36.66365289256203,0.7688889256198347,28.19027668186056,36.671714353247964,13.55270309860622,0
140203001,RIAU,DUMAI,DUMAI KOTA,BINTAN,0.0,37.27500000000004,0.5737871621621622,21.387916469594618,37.27941599203863,13.260015551717359,0
140203002,RIAU,DUMAI,DUMAI KOTA,DUMAI KOTA,0.0,36.725000000000016,0.5033134883720931,18.484187860465127,36.72844877567767,13.128970479101746,0
140203003,RIAU,DUMAI,DUMAI KOTA,LAKSAMANA,0.0,36.83950495049508,0.5456805405405405,20.102600974632075,36.8435461410798,13.209790825482035,0
140203004,RIAU,DUMAI,DUMAI KOTA,RIMBA SEKAMPUNG,0.0,37.11410526315792,0.5979842105263158,22.193648935180068,37.118922325423256,13.301321301065594,0
140203005,RIAU,DUMAI,DUMAI KOTA,SUKAJADI,0.0,37.3242307692308,0.6036602564102563,22.531154716469445,37.32911207382202,13.310768485833021,0
140204001,RIAU,DUMAI,DUMAI SELATAN,BUKIT DATUK,0.0,35.161547879317915,0.8034340839527767,28.249986010781488,35.170725832669746,13.59665166930009,0
140204003,RIAU,DUMAI,DUMAI SELATAN,BUMI AYU,0.0,36.30750640478228,0.7191307429547396,26.109844055705047,36.31462749855448,13.485799850731736,0
140204004,RIAU,DUMAI,DUMAI SELATAN,MEKAR SARI,0.0,32.79473501733536,0.8104105497771179,26.577199235193653,32.80474676196163,13.60529748376115,0
140205002,RIAU,DUMAI,DUMAI TIMUR,BULUH KASAP,0.0,36.79679245283021,0.4231234741784038,15.569586661263187,36.799225104491846,12.955421679938075,0
140205003,RIAU,DUMAI,DUMAI TIMUR,JAYA MUKTI,0.0,37.76232169954482,0.6851397572078908,25.872467920832403,37.76853659631017,13.437379581110239,0
140205004,RIAU,DUMAI,DUMAI TIMUR,TANJUNG PALAS,0.0,36.18123693966972,0.6991606757937664,25.29649806979387,36.1879915460239,13.457637290313485,0
140205005,RIAU,DUMAI,DUMAI TIMUR,TELUK BINJAI,0.0,37.49175491679277,0.5579372163388805,20.918045373934895,37.495906185585525,13.232003511826134,0
140206003,RIAU,DUMAI,MEDANG KAMPAI,PELINTUNG,0.0,34.52071761866454,0.8501200047829724,29.34675262709074,34.531183717476424,13.653133976902684,0
140207001,RIAU,DUMAI,SUNGAI SEMBILAN,BANGSAL ACEH,0.0,34.3537580925312,0.8459231998111276,29.060640971171413,34.3641714746643,13.64818503624219,0
140207002,RIAU,DUMAI,SUNGAI SEMBILAN,BASILAM BARU,0.0,33.6739214084035,0.8893992145625909,29.949559251876487,33.68566481431234,13.698302598302904,0
140207004,RIAU,DUMAI,SUNGAI SEMBILAN,LUBUK GAUNG,0.0,34.6293977516894,0.8361282083941721,28.95461629988923,34.63949045562858,13.636538435619789,0
140207005,RIAU,DUMAI,SUNGAI SEMBILAN,SUNGAI GENIOT,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301001,RIAU,INDRAGIRI HILIR,BATANG TUAKA,GEMILANG JAYA,0.0,32.73881050656663,0.844770812785388,27.65679156125909,32.749707649244925,13.646821825829893,0
140301003,RIAU,INDRAGIRI HILIR,BATANG TUAKA,PASIR EMAS,0.0,33.406712694877534,0.8382180549368969,28.00210973693599,33.41722703315932,13.63903474737732,0
140301004,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SIALANG JAYA,0.0,34.5647802993723,0.7571784118116521,26.171705451697402,34.57307270537563,13.537355508052846,0
140301006,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SUNGAI DUSUN,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301007,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SUNGAI JUNJANGAN,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301008,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SUNGAI LUAR,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301009,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SUNGAI PIRING,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301010,RIAU,INDRAGIRI HILIR,BATANG TUAKA,SUNGAI RAWA,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140301012,RIAU,INDRAGIRI HILIR,BATANG TUAKA,TANJUNG SIANTAR,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
140302001,RIAU,INDRAGIRI HILIR,CONCONG,CONCONG DALAM,0.0,34.15475020815993,0.8763702813873058,29.93220805063826,34.16599166791299,13.683545117325034,0
140302002,RIAU,INDRAGIRI HILIR,CONCONG,CONCONG LUAR,0.0,36.64073377234246,0.8528632128863733,31.249533927594236,36.65065820739884,13.65635562609563,0
140302003,RIAU,INDRAGIRI HILIR,CONCONG,CONCONG TENGAH,0.0,36.08287799791452,0.8585542122871047,30.979106896551205,36.09309075083235,13.663006269758526,0
140302004,RIAU,INDRAGIRI HILIR,CONCONG,KAMPUNG BARU,0.0,36.237534787837134,0.8818676081274766,31.956708127786158,36.24826365466312,13.689798353514728,0
140302005,RIAU,INDRAGIRI HILIR,CONCONG,PANGLIMA RAJA,0.0,32.142760236803184,0.8857888984806629,28.471700184285943,32.1549631878702,13.694235066568622,0
140302006,RIAU,INDRAGIRI HILIR,CONCONG,SUNGAI BERAPIT,0.0,33.28881991096725,0.8561840425531914,28.501356403197107,33.29982856081293,13.66024180296925,0
